Cement (component 1)(kg in a m^3 mixture),Age (day),Water  (component 4)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture)
331.0,28,195.0,170.0,8.0,802.0,811.0,0.0
155.0,28,193.0,0.0,9.0,697.0,1047.0,143.0
155.0,28,193.0,183.0,9.0,868.0,877.0,0.0
135.0,28,180.0,0.0,10.0,805.0,961.0,166.0
266.0,28,178.0,112.0,10.0,745.0,910.0,87.0
314.0,28,179.0,145.0,8.0,690.0,869.0,113.0
313.0,28,127.0,145.0,8.0,822.0,1000.0,0.0
146.0,28,182.0,173.0,3.0,817.0,986.0,0.0
144.0,28,178.0,136.0,7.0,774.0,941.0,106.0
148.0,28,181.0,0.0,15.0,884.0,839.0,182.0
277.0,28,191.0,117.0,7.0,666.0,946.0,91.0
298.0,28,164.0,0.0,13.0,784.0,953.0,107.0
313.0,28,178.0,145.0,8.0,689.0,1002.0,0.0
155.0,28,194.0,184.0,9.0,699.0,880.0,143.0
289.0,28,195.0,134.0,6.0,760.0,924.0,0.0
148.0,28,171.0,175.0,2.0,828.0,1000.0,0.0
145.0,28,202.0,0.0,8.0,869.0,824.0,179.0
313.0,28,178.0,0.0,8.0,822.0,1000.0,0.0
136.0,28,172.0,162.0,10.0,764.0,923.0,126.0
155.0,28,193.0,0.0,9.0,868.0,877.0,143.0
255.0,28,189.0,99.0,6.0,749.0,919.0,77.0
162.0,28,216.0,207.0,10.0,638.0,822.0,172.0
136.0,28,199.0,196.0,6.0,783.0,847.0,98.0
164.0,28,197.0,163.0,8.0,641.0,961.0,128.0
162.0,28,202.0,214.0,10.0,680.0,820.0,164.0
157.0,28,200.0,214.0,9.0,704.0,819.0,152.0
149.0,28,192.0,153.0,8.0,623.0,935.0,194.0
135.0,28,196.0,105.0,6.0,643.0,965.0,193.0
159.0,28,201.0,209.0,7.0,669.0,848.0,161.0
144.0,28,176.0,15.0,6.0,709.0,1021.0,195.0
154.0,28,228.0,174.0,7.0,612.0,845.0,185.0
167.0,28,185.0,187.0,7.0,636.0,898.0,195.0
184.0,28,213.0,86.0,6.0,623.0,923.0,190.0
156.0,28,221.0,178.0,7.0,614.0,854.0,187.0
236.9,28,246.9,91.7,6.0,695.4,852.9,71.5
313.3,28,178.5,0.0,8.0,688.7,1001.9,113.0
154.8,28,193.3,183.4,9.1,696.7,1047.4,0.0
145.9,28,202.5,230.5,3.4,871.8,827.0,0.0
296.0,28,221.4,0.0,10.5,778.4,819.2,106.7
133.1,28,195.7,210.2,3.1,795.3,949.4,0.0
313.3,28,178.5,145.0,8.0,824.0,867.2,0.0
151.6,28,184.4,0.0,7.9,815.9,992.0,111.9
153.1,28,178.5,145.0,8.0,688.7,1001.9,113.0
139.9,28,200.3,132.6,7.4,753.4,916.0,103.3
149.5,28,175.8,236.0,12.6,892.7,846.8,0.0
299.8,28,211.5,0.0,9.9,727.6,878.2,119.8
153.1,28,178.5,145.0,8.0,824.0,867.2,113.0
148.1,28,158.1,0.0,16.1,830.1,1001.8,136.6
326.5,28,199.0,0.0,10.8,792.5,801.1,137.9
152.7,28,178.1,144.7,8.0,822.2,999.7,0.0
261.9,28,195.4,110.5,5.0,732.6,895.2,86.1
158.4,28,219.7,0.0,11.0,712.9,897.7,194.9
150.7,28,166.7,0.0,15.6,678.0,1074.5,185.3
272.6,28,198.7,0.0,10.6,762.2,931.3,89.6
149.0,28,182.9,117.6,7.1,780.3,953.4,91.7
143.0,28,190.7,169.4,8.4,643.5,967.4,142.7
259.9,28,170.6,100.6,10.4,762.9,935.7,78.4
312.9,28,177.6,160.5,9.6,759.5,916.6,0.0
284.0,28,168.3,119.7,7.2,794.2,970.4,0.0
336.5,28,181.9,0.0,3.4,816.8,985.8,0.0
144.8,28,180.8,0.0,11.1,811.5,979.5,133.6
150.0,28,173.8,236.8,11.9,674.8,1069.3,0.0
143.7,28,191.6,170.2,8.5,805.3,814.1,132.6
330.5,28,194.9,169.6,8.1,802.3,811.0,0.0
154.8,28,193.3,0.0,9.1,696.7,1047.4,142.8
154.8,28,193.3,183.4,9.1,867.7,877.2,0.0
134.7,28,180.2,0.0,10.0,804.9,961.0,165.7
266.2,28,177.9,112.3,10.4,744.5,909.7,87.5
314.0,28,178.9,145.3,8.0,690.2,869.1,113.2
312.7,28,127.3,144.7,8.0,822.2,999.7,0.0
145.7,28,181.9,172.6,3.4,816.8,985.8,0.0
143.8,28,178.1,136.3,7.5,774.3,941.5,106.2
148.1,28,181.4,0.0,15.0,884.3,838.9,182.1
277.0,28,190.6,116.8,7.0,665.6,946.5,91.0
298.1,28,163.6,0.0,12.8,784.0,953.2,107.5
313.3,28,178.5,145.0,8.0,688.7,1001.9,0.0
155.2,28,193.8,183.9,9.2,698.5,879.6,143.2
289.0,28,194.9,133.7,5.5,760.1,924.1,0.0
147.8,28,171.2,175.1,2.2,828.5,1000.0,0.0
145.4,28,201.7,0.0,7.8,868.7,824.0,178.9
312.7,28,178.1,0.0,8.0,822.2,999.7,0.0
136.4,28,171.6,161.6,10.4,764.4,922.6,125.8
154.8,28,193.3,0.0,9.1,867.7,877.2,142.8
255.3,28,188.6,98.8,6.5,749.3,919.0,77.0
272.8,28,209.7,105.1,9.0,679.7,904.0,81.8
162.0,28,178.8,190.1,18.8,741.4,838.1,148.1
153.6,28,220.1,144.2,10.1,657.9,923.2,112.3
146.5,28,201.9,114.6,8.8,829.5,860.0,89.3
151.8,28,167.5,178.1,18.3,694.6,944.0,138.7
309.9,28,167.8,142.8,22.1,651.2,913.9,111.2
143.6,28,158.4,0.0,17.9,844.5,942.7,174.9
303.6,28,213.5,139.9,6.2,722.5,895.5,0.0
374.3,28,190.2,0.0,6.7,730.4,1013.2,0.0
158.6,28,175.1,148.9,15.0,719.7,953.3,116.0
152.6,28,200.0,238.7,6.3,683.9,1001.8,0.0
310.0,28,167.9,142.8,10.0,804.0,914.3,0.0
304.8,28,196.0,0.0,9.8,705.2,959.4,99.6
150.9,28,166.6,0.0,11.6,772.2,991.2,183.9
141.9,28,173.5,166.6,10.9,785.3,882.6,129.7
297.8,28,201.3,137.2,6.0,655.3,878.4,106.9
321.3,28,190.5,164.2,4.6,774.0,870.0,0.0
366.0,28,191.3,187.0,6.6,756.9,824.3,0.0
279.8,28,172.4,128.9,9.5,804.9,825.1,100.4
252.1,28,193.8,97.1,8.3,821.4,835.5,75.6
164.6,28,181.6,0.0,11.7,728.9,1023.3,150.4
155.6,28,180.3,243.5,10.7,697.7,1022.0,0.0
160.2,28,203.2,188.0,11.3,709.7,828.7,146.4
298.1,28,186.4,0.0,6.1,815.2,879.0,107.0
317.9,28,209.7,0.0,5.7,736.6,860.5,126.5
287.3,28,187.6,120.5,9.2,695.9,904.4,93.9
325.6,28,174.0,166.4,8.9,790.0,881.6,0.0
355.9,28,193.3,0.0,11.0,778.4,801.4,141.6
132.0,28,178.9,206.5,5.5,735.6,866.9,160.9
322.5,28,185.8,148.6,8.5,709.5,951.0,0.0
164.2,28,181.2,0.0,12.6,846.0,849.3,200.1
313.8,28,169.9,0.0,10.1,782.9,925.3,112.6
321.4,28,182.5,0.0,11.5,779.7,870.1,127.9
139.7,28,236.7,163.9,5.8,655.6,868.6,127.7
288.4,28,177.4,121.0,7.0,829.5,907.9,0.0
298.2,28,209.7,0.0,11.1,744.2,879.6,107.0
264.5,28,195.5,111.0,5.9,790.4,832.6,86.5
159.8,28,168.4,250.0,12.2,688.2,1049.3,0.0
166.0,28,183.2,259.7,12.7,826.8,858.8,0.0
276.4,28,179.6,116.0,8.9,768.3,870.1,90.3
322.2,28,196.0,0.0,10.4,813.4,817.9,115.6
148.5,28,192.7,139.4,6.1,780.0,892.4,108.6
159.1,28,175.6,186.7,11.3,788.9,989.6,0.0
260.9,28,200.6,100.5,8.6,761.5,864.5,78.3
